from,to
297,297
1169,1169
1450,1171
1169,1592
121,1595
351,1171
1098,65
66,494
2594,1593
121,494
1198,1171
143,1595
1098,1508
65,1508
450,1171
1131,1171
11,1171
1547,812
121,451
65,382
1098,382
310,360
1610,382
350,382
350,881
927,812
440,1612
1121,1049
1330,1592
297,1594
65,494
914,494
1042,913
1131,881
437,350
78,382
250,302
1234,942
1618,1532
22,66
1621,942
297,605
1119,1193
1622,302
1406,586
865,586
1131,586
350,66
1480,586
1345,605
1623,913
45,586
136,586
45,1171
763,1171
109,302
158,1592
1629,1626
1040,100
1040,494
460,1465
475,913
1450,1532
1631,1197
1564,1532
619,451
565,565
121,66
1384,1634
297,788
1698,65
350,1612
802,1197
440,1612
1640,431
1450,1612
404,1641
1098,1648
297,1648
1098,1641
1450,1197
297,707
1384,1310
1143,1648
1131,451
1021,1648
297,1384
943,1188
1,2
1464,143
136,143
290,1447
66,707
310,707
36108,66
1171,1171
1098,1644
733,1641
1253,1310
1098,143
1465,1643
733,1193
1040,66
451,143
1465,1647
431,1310
1450,1647
1650,143
1650,1647
1649,100
1650,303
812,1651
812,1651
1650,65
1653,78
78,78
1655,332
797,1465
1098,1042
271,1310
812,1651
32,733
350,66
1653,1047
1653,78
1661,942
1653,1229
345,290
1224,382
25,1663
158,462
1662,1663
1149,1532
451,1532
532,1663
262,1663
262,1664
345,1193
451,1663
404,1177
439,65
454,1651
45,1662
605,1177
297,143
297,1177
1227,1664
1528,1657
802,1049
93,290
1149,290
802,1662
812,1651
812,1651
460,297
812,1662
36108,1532
812,1662
1,1664
143,1019
1028,1663
1450,1651
1671,1532
441,1019
1672,11
1650,462
1672,426
1335,66
1646,66
431,66
1547,1648
402,1171
1450,1648
1674,3
1149,66
288,1643
49,800
290,936
1672,1
1672,1644
1672,1441
27,936
915,717
1042,936
1193,1193
1672,1465
83,1648
932,1042
1409,1245
2893,799
1653,78
290,695
297,799
1335,1465
1532,290
806,1042
302,1674
1672,1536
605,1648
806,1651
83,382
896,382
1335,382
1409,382
66,1253
763,382
1650,1465
136,1536
450,382
302,1536
1098,1536
1465,1536
1650,1042
1198,437
350,582
66,582
1404,582
310,582
66,290
431,1335
1674,290
1149,695
1021,788
1636,1536
66,788
394,290
297,605
93,936
297,1468
1532,1042
1653,865
1653,1364
763,1684
437,350
350,75
302,1532
45,300
394,1532
394,1532
394,1532
394,1532
1657,1532
450,1532
1198,491
1049,491
1234,1532
136,1532
1547,1532
1532,290
1234,1536
1532,1532
1532,1532
404,1532
404,1627
763,290
1409,1532
381,1532
1234,813
1688,1547
381,290
451,1651
362,491
451,1532
1690,360
733,1532
1335,1532
1636,360
1281,1532
733,381
532,1532
802,1049
406,1049
1227,1532
1698,381
297,936
1532,1532
1149,1532
98,1049
622,1532
297,1692
1044,1532
1697,360
297,1547
402,1049
1698,381
297,1684
75,1049
1698,582
1672,109
1172,290
66,297
451,997
1061,1172
1672,997
1701,297
297,997
1061,297
717,997
1253,1335
36108,1020
404,1020
1193,1020
404,997
1,1020
1098,1441
441,1020
412,1020
763,45
1618,1020
703,45
1702,1532
143,45
1465,45
930,1648
1437,45
360,288
1437,360
802,45
824,78
350,437
1313,45
83,997
1464,290
824,1047
1061,812
824,78
317,1172
1061,290
1450,394
143,812
1123,467
1040,425
1672,1172
27,290
492,1465
1704,78
733,1172
1335,1465
1706,360
1227,1664
586,1664
733,467
1653,78
802,45
1335,605
1253,605
1465,813
350,288
1441,1048
428,813
422,143
290,1557
310,788
422,1709
1059,290
1245,788
1711,1121
1532,1532
1,88
404,1193
302,1532
1532,1532
375,1048
1532,1532
375,1468
297,321
943,605
1245,11
1713,1709
1465,11
1714,1692
956,1557
1716,1532
1716,1532
454,1172
381,1246
1306,11
1636,913
360,451
380,605
380,1468
66,321
930,1709
109,381
1532,1532
1650,1672
1722,429
1722,429
135,11
1048,1709
1532,812
1023,1532
1704,78
290,1532
1532,290
802,498
622,1724
582,451
83,1724
1098,1172
1098,1532
83,1532
1193,1193
83,605
1672,1657
382,1532
956,429
788,498
83,605
532,175
1672,429
1636,913
1042,175
351,175
1729,1253
1731,498
437,1730
27,1592
1532,1532
1450,447
297,1095
956,290
11,290
310,290
350,1409
1650,1672
1734,290
1096,498
1409,11
381,956
440,1733
733,956
143,1740
1409,936
83,11
437,956
1743,1197
450,1724
468,1740
1672,936
36108,290
350,184
404,290
75,1730
178,1733
1335,290
1450,447
1557,936
317,1536
1409,806
290,1536
532,1536
571,1672
1098,1740
1335,1672
1698,1
1233,11
297,806
66,1172
1708,936
359,1536
949,1536
1708,65
1409,1747
1708,78
1335,1747
302,1747
802,1646
1450,1172
1000,1646
4177,184
763,1704
1532,1532
1450,498
1532,1532
1345,1672
1450,416
22,1740
27,1532
1245,360
806,1384
1756,11
1713,1724
1234,1536
1234,1536
32,1724
622,1547
382,1384
1197,1740
297,1547
451,11
1698,310
1193,1532
297,1747
1717,1384
380,1708
1536,1761
1636,45
45,1708
454,302
36108,45
45,45
1227,1747
451,45
93,45
1044,45
381,1708
1672,45
914,83
1450,83
1762,1708
1713,45
284,36108
290,45
382,45
1335,45
1233,45
622,45
622,45
788,45
1335,1672
586,45
290,45
1525,360
1234,136
802,1763
1245,1763
1048,1149
802,45
1406,45
1573,1672
3,1763
949,45
1765,1149
813,45
1722,45
290,45
1674,429
351,1704
1722,45
45,1763
1674,429
1674,382
351,45
1,45
297,1149
1098,1768
943,45
1674,382
350,1767
441,1768
1023,1532
1784,1149
1772,45
297,66
1098,66
532,66
23571,437
1450,66
1079,1737
1131,1770
450,45
362,45
1409,184
1056,1532
1233,45
348,429
348,36108
699,45
1636,1536
1409,1121
699,45
290,290
290,1779
1335,83
136,83
1780,1779
1782,83
1392,45
797,1547
1042,83
586,1353
1392,1532
1557,1557
1392,83
450,386
586,290
586,1767
1784,1149
1786,45
310,1291
431,66
429,45
1335,45
947,1121
1450,45
1198,83
1450,83
429,83
1450,290
1228,45
25,290
1245,450
412,83
1792,45
469,450
65,1791
1049,936
1521,45
302,45
447,1353
1532,1532
1532,1532
1234,1234
1403,290
1234,1636
343,83
1234,1121
1234,45
1234,45
1234,45
1234,45
450,1234
344,45
1793,1149
1306,290
1306,1636
1353,45
1059,1121
1306,83
1441,1234
1619,1636
360,1202
733,45
284,1202
290,1306
1059,1302
348,1234
750,83
1455,1234
1713,484
1450,484
317,1234
802,1455
1409,750
699,1234
1799,1636
1797,1791
1098,1455
1149,1306
1636,1234
362,83
351,699
1098,699
1098,1674
1450,699
932,1674
454,1234
932,290
1098,1763
454,1763
1463,1547
348,1799
1794,1455
454,45
1437,1455
1450,1547
1353,1455
19,1547
1353,1547
1068,1547
619,1547
619,11
619,83
3304,806
3304,1536
1525,83
78,484
765,1636
78,1763
451,750
451,65
1797,1084
1805,812
1805,11
66,750
66,65
498,45
498,1547
310,359
450,359
1809,1234
1182,83
1810,1796
429,1547
1811,1441
290,359
66,359
622,1084
1353,1084
1450,1747
302,302
848,763
404,386
1384,683
1171,1532
1698,75
1266,1674
1636,1547
750,750
468,699
100,717
1650,65
100,733
1233,1547
1532,1532
1228,385
947,699
1708,1589
1098,699
349,1246
1450,750
1228,1234
1821,812
1098,1547
1618,1547
1636,1532
1822,943
350,1019
250,750
1464,683
100,1823
1384,1825
622,1825
310,1825
675,1825
1826,683
1827,1627
121,750
1826,45
302,1745
763,1745
302,45
1406,1745
382,45
1098,1019
310,1468
382,1234
425,1832
121,382
351,1704
1636,812
302,1837
45,1745
451,1547
1840,812
1532,1532
381,1353
1700,812
848,45
1125,1841
83,1547
451,1842
71,1841
473,88
297,1019
45,1763
619,431
450,1841
45,431
1450,1763
1844,1763
136,431
290,382
402,1704
65,788
1799,425
824,1234
1846,1591
1409,75
1234,699
824,1591
1234,1799
121,1842
297,1095
45,401
1040,382
406,401
65,1468
406,401
66,1468
1098,1847
785,1799
1532,65
766,405
1149,290
143,812
1636,1849
66,1842
290,812
802,812
1465,65
1465,1459
1409,1459
290,1459
1061,1459
1335,812
382,1459
1098,1459
1851,290
1450,801
1573,750
1233,1459
1851,11
1450,1557
1098,1557
36108,1459
1852,1149
1636,913
1409,1648
916,1648
346,1648
1450,1095
1636,942
25,451
1547,913
360,1648
1623,382
310,382
11,382
1855,1557
1851,1589
45,382
1098,1855
1851,1261
45,1648
45,812
960,1857
1851,184
1532,1532
1532,1532
345,1857
1198,1857
1851,402
806,942
297,1837
381,1856
1851,1589
381,1589
1862,1855
1017,381
935,450
2562,382
2562,1261
66,1855
1636,343
1234,1459
425,425
402,1234
1302,136
441,942
83,1459
916,1851
1865,1864
3304,1849
297,109
143,1864
1098,1302
1158,1302
1862,1302
1000,1302
1106,1851
1698,350
1106,942
1409,1867
1623,184
1044,136
1044,812
812,360
45,360
350,360
1698,1245
3,360
45,429
1851,1161
1000,1864
1004,441
1851,1106
3077,109
1409,1867
32,360
1623,429
1384,1019
1623,1369
431,1161
45,360
1532,1532
1409,1870
1703,360
440,942
382,942
1004,1864
1528,1095
382,942
437,381
1409,1095
78,143
66,109
1306,644
136,812
1878,1095
1234,1875
78,812
75,1877
1797,1877
1409,1234
121,812
3,36108
1450,960
586,382
1450,121
1879,1823
1409,75
766,812
763,812
32,1459
802,812
586,381
297,1837
121,1881
1566,1202
1884,1877
1450,1409
121,75
1450,45
619,429
45,36108
1384,382
45,45
447,1459
1047,812
1459,45
1459,45
586,45
1056,45
914,45
1532,1547
404,45
1886,45
310,75
1840,45
1610,1459
1889,45
586,45
297,45
1532,1459
454,45
930,45
1698,75
1102,45
1698,45
454,360
406,45
454,1459
1227,1888
431,45
1168,1890
911,55
297,55
956,621
1450,45
911,45
360,2349
22,121
1017,381
1898,1172
45,297
582,297
582,1095
121,22
66,22
65,1345
121,11
1450,1345
121,1345
1703,45
45,1345
362,360
1234,1459
812,737
65,1245
136,812
310,1245
1878,65
1636,737
297,1901
396,382
297,391
935,45
450,1245
473,1851
1384,45
1441,1870
1227,1455
440,1455
1384,1245
121,379
1384,379
468,391
763,379
1650,1463
1409,1441
36108,1441
1909,65
431,22
121,344
1450,344
297,344
297,22
121,65
121,1040
440,1915
802,1915
1919,1849
1919,1849
802,45
78,303
259,1867
404,493
1384,493
450,493
451,493
1686,1708
619,1927
619,1927
1000,1928
1636,1716
1797,1867
824,1927
1708,1049
454,1131
297,1867
1610,1716
454,1460
935,1927
66,1040
441,297
1142,1460
935,1455
1840,1354
1093,1019
913,1927
143,136
66,1095
143,1354
143,1000
297,1095
1939,1937
913,1927
1450,1044
1306,65
406,1044
1306,1040
1049,936
437,1049
766,1044
83,717
136,136
1335,1441
1847,1354
1847,717
380,1441
450,1867
404,1899
1447,1927
1463,1441
1672,1944
1463,1944
65,1927
65,1354
675,1095
1098,812
78,1049
916,65
381,717
290,1927
515,812
1947,1095
1946,49
824,78
121,1948
360,1573
1946,49
380,1947
943,1947
345,750
1949,1948
1335,1947
78,812
310,1095
943,1950
1532,1054
1450,351
1035,351
3,351
360,362
1233,1928
3,351
1532,1532
914,1800
1532,1928
428,10273
1098,382
1450,812
136,1646
1114,32
1098,1651
498,812
1626,801
36108,351
351,1651
1450,1674
1096,1651
431,960
709,1674
1409,1800
1958,290
4,1000
1119,45
78,1651
25,630
1409,1651
1547,960
22,824
22,1651
290,824
382,824
78,45
1384,2
1228,1927
1960,1960
1963,1
302,1960
302,1962
1966,11
1963,451
1969,1075
1970,1954
1969,1234
451,307
943,1967
1969,45
1969,462
1969,812
1972,987
1459,302
1459,824
45,290
1847,1651
1044,136
733,462
109,1800
45,45
345,1546
1610,302
441,1532
1946,302
297,824
1974,65
136,1954
733,302
709,1976
1463,1976
1840,824
947,1651
1532,83
437,83
1979,2
360,1310
1335,83
2,297
121,960
121,21
431,1847
468,630
1450,297
824,3
750,1847
1450,1847
297,1847
1098,1946
1384,25
23571,83
441,1619
1098,1847
1450,83
290,1619
1982,65
1450,1532
382,302
935,750
1450,3
943,1657
675,1847
1984,1946
1532,65
1985,1048
1946,1455
1849,1455
1231,1
1954,1407
1987,1928
1098,290
1450,1977
310,1
1988,613
1245,290
1708,798
1990,1019
1546,83
297,750
2807,290
66,1
121,1353
1710,1
375,83
766,302
1878,1040
586,437
1547,1657
1993,353
1993,416
1993,65
451,65
1532,65
451,344
1532,45
1636,1532
404,1547
806,45
297,788
297,83
1450,1993
1040,351
342,1657
78,1657
943,1532
394,1532
1698,1657
437,828
1698,828
394,1532
1098,1532
1098,1737
297,1703
1674,1532
750,943
441,1532
1465,943
290,943
121,1737
297,1737
813,943
290,1657
158,1019
22,943
382,1657
1657,828
1737,1737
349,943
1245,45
184,351
1198,828
896,1532
1710,1953
121,1867
440,1646
310,1710
121,1710
2349,1953
310,709
1098,2003
2004,45
1849,45
763,1849
1353,709
310,2008
1546,2008
1114,2008
896,2011
3304,2003
3304,2003
454,27
1193,709
1227,2013
1193,1532
763,2003
30,2014
451,1532
582,451
3304,2003
379,717
469,622
78,2014
1098,2014
1459,2011
65,1953
3,469
622,1245
1938,362
404,2023
360,2023
1149,81
310,66
1098,1532
1353,1245
1149,1320
1532,1532
350,1879
431,81
582,66
310,290
78,290
454,1320
428,1849
749,45
121,290
49,1353
1708,1532
1708,1532
1131,1837
1149,290
49,709
121,1651
1409,622
1636,622
1409,290
1847,1651
1409,66
1847,1121
1623,1651
360,828
121,1651
350,290
2029,1121
317,717
1409,1137
350,709
2029,1888
350,1657
2031,416
350,348
2033,1532
404,1651
45,290
908,2003
763,577
2035,11
394,622
11,45
763,45
310,45
2034,936
619,1651
1508,11
1532,382
586,45
290,382
290,45
450,1245
441,577
431,2
1106,577
1636,709
802,45
379,1384
582,1040
1784,1245
102,45
1384,11
1459,1171
440,1532
297,1384
1384,1384
1946,1
1946,1
1946,1
1946,1
136,1171
1946,1455
136,709
297,709
1233,1651
1653,622
1946,382
353,1171
1946,709
350,2039
2042,45
1184,1171
1068,45
1985,362
1463,1
1409,675
45,675
1985,675
605,745
2039,675
297,675
1098,913
1017,577
1618,1651
1463,1441
380,675
381,2039
381,675
1409,2046
250,2044
763,2045
946,45
2043,65
1745,1651
1345,2045
2807,1674
1409,351
763,1119
290,1657
1878,121
2043,1532
1703,303
2029,303
1149,1657
2051,1532
1532,1532
2043,1169
2051,813
1993,303
380,303
45,45
1037,2044
1532,798
1119,416
828,798
947,1245
303,1928
451,1928
45,1245
1636,1245
2055,2045
1409,1245
1335,1245
297,1657
66,1095
2024,1095
1409,1867
613,45
1982,695
297,2024
2043,1532
66,1095
1437,1245
2055,2045
290,2058
2046,1245
1409,2058
1532,1532
1784,709
1532,1532
1982,540
454,1044
45,447
1149,1044
1049,1044
182,709
1149,2058
460,709
1946,1946
2060,1172
582,709
1841,290
1698,11
1098,303
1310,1657
1841,717
83,1657
310,11
321,1657
986,11
1233,1245
1450,1
297,297
1450,2042
1450,2024
2051,1532
1114,2042
2051,909
2065,303
349,788
683,2042
78,78
32,1245
2051,121
349,717
394,78
1465,717
2008,1149
321,1048
32,2008
1450,1708
350,763
1884,2008
2008,2008
930,1095
1921,2008
828,65
2051,121
763,65
447,1710
806,2011
987,1710
382,2011
1409,1710
1409,1710
1409,1710
1409,1710
586,763
473,382
1409,1710
2035,788
2042,11
351,1710
394,1710
451,1710
1409,2042
382,2042
380,382
3214,22
2042,2042
451,121
717,382
345,1851
4,382
1335,2051
2040,709
1946,49
1841,382
290,296
1313,2074
1227,2051
23571,1245
3304,2074
1098,1532
1450,2042
1040,1867
1149,296
1450,1867
1784,1851
507,1983
2078,1985
379,296
1532,709
675,1234
11,382
2042,296
360,1985
1465,2051
428,2082
818,2074
353,1899
1345,1345
1407,2082
930,1345
1409,1867
362,362
802,1345
121,763
121,1532
349,1985
121,1345
1234,1345
935,2011
1098,1956
802,802
1018,802
321,802
1450,25
332,25
1061,2082
382,802
2051,975
1886,7
2089,66
394,975
1532,1532
1532,416
2046,66
2095,382
2078,1985
582,425
3304,1355
2096,1369
321,1532
1098,2097
297,2099
1450,1532
1704,1074
1102,425
2089,296
1253,2089
1098,2099
1921,425
1098,1532
2102,2099
2100,45
1450,2042
1459,2082
2104,416
425,416
3304,630
2258,290
1409,913
1464,1355
307,2106
1355,290
1018,2110
1059,2093
2112,1369
1463,913
1631,45
1450,1672
1631,447
1149,1355
2089,2110
422,1355
2089,290
930,1355
451,2110
2106,65
360,1384
297,1355
380,896
451,1355
1409,1384
717,1355
1000,2113
454,290
1037,896
1149,2097
1059,1364
284,896
1450,1018
802,1409
381,1384
1888,441
2106,2106
1703,975
1098,2111
1384,1355
2120,1364
1450,2117
422,2117
2123,812
1985,296
1384,1464
1098,467
1354,1763
1464,2082
946,290
1125,1464
788,812
2121,2111
121,913
1450,812
896,2082
121,2106
1590,2093
1266,2122
1447,2082
2128,2093
1447,812
1119,1646
930,65
1266,2124
450,1464
910,1646
2121,1646
121,2349
630,297
896,2089
1878,2106
2132,1464
25,2089
382,2122
451,2089
451,416
451,1464
2134,1355
2089,290
1459,1646
763,2011
532,812
1459,290
2133,290
1459,1459
955,382
2011,812
2140,2093
297,2623
1924,1532
1059,1532
450,290
507,1763
1532,1532
1532,1532
1590,2093
1590,1763
1450,290
2106,582
1048,1985
441,1619
1464,1384
353,1074
27,290
2083,1384
2129,416
1098,1619
1966,25
1465,2051
806,385
297,290
290,1841
121,1841
1168,2082
1631,1441
1409,1841
1698,1841
36108,377
93,2089
78,1841
93,1619
1253,1384
88,2024
622,78
1703,2508
350,78
1450,799
2156,136
351,78
1042,382
78,1619
49,78
1532,382
763,78
1149,2089
1149,2042
1149,2160
450,2160
2162,32
454,2160
1610,290
1902,2160
763,2623
763,2623
763,2623
1985,32
532,2623
360,1353
1335,1465
450,2623
36108,377
1528,78
582,32
1618,382
1134,2160
1450,2623
2166,1459
455,2160
2130,2160
1048,78
1450,1441
622,1107
362,362
362,362
362,362
622,362
622,362
622,362
136,362
136,362
532,362
2143,362
1409,362
1171,362
1409,362
2129,2160
675,362
1450,362
675,362
675,362
1409,362
1409,362
675,362
806,362
675,362
675,362
992,362
290,362
434,362
675,362
425,1107
1985,362
675,362
2164,362
1106,362
342,362
342,362
965,362
1162,362
342,362
342,362
582,947
344,362
2172,2160
2106,1841
1441,362
1,791
622,362
622,362
1266,362
1409,362
1450,1946
429,2160
88,791
1631,1441
344,362
1631,1740
382,1171
2083,1107
1709,1946
439,65
493,362
1171,1171
78,1946
2172,66
1708,296
802,362
1450,2176
1916,362
3077,2176
1059,2093
2181,1353
2182,362
1409,362
49,1946
703,799
1450,296
1353,362
2186,1662
763,351
896,351
45,78
896,1916
1353,362
1353,362
351,351
1037,462
340,2176
733,2176
451,709
2165,1662
404,297
733,351
2165,65
2165,498
2165,429
83,498
83,498
2123,429
1884,296
1878,425
1650,498
36108,979
297,2176
321,2176
3,498
143,2043
437,1234
2196,1944
2196,498
2043,143
2196,429
468,351
143,979
2200,2191
3,2043
2196,35428
763,2043
2044,35428
582,1234
2196,913
1098,2043
819,362
2562,1916
613,143
1878,2043
1709,1916
360,1234
1650,2196
582,2623
350,1353
2191,1841
2029,1847
66,2623
1409,1464
2043,1724
1631,348
440,1401
439,2
431,683
468,2205
66,1464
1847,1464
66,1464
2204,362
317,1464
2508,1464
1657,1464
2162,35428
121,1464
382,1464
683,1464
431,2208
382,1464
439,2208
3,2205
1441,2205
271,683
1450,2205
1000,2205
2196,290
1450,1353
2148,290
582,350
1059,1790
1149,1464
426,1401
78,1790
121,1464
1409,362
1409,1564
360,350
1450,362
404,1547
930,1564
930,683
290,290
1198,290
290,290
577,1946
1921,350
577,2160
45,2043
45,2043
45,2043
45,2043
45,2043
45,2043
45,2043
296,290
25,290
25,290
25,290
930,1464
136,290
1532,1532
1168,1464
1840,1464
586,45
1521,290
1121,290
451,1547
2165,290
2162,1464
2562,1946
532,290
454,1564
613,290
454,1464
2191,65
36108,290
447,45
460,2215
1618,2205
45,290
460,2215
1450,290
1862,451
675,1464
2162,763
45,2216
1450,1106
4,1977
622,1977
622,577
66,577
2508,290
1672,1048
1450,45
1450,1672
1946,158
1884,1977
1547,1106
102,1564
102,2205
78,290
2106,348
66,1564
1168,2220
109,1672
273,2205
1106,1106
1450,2229
2083,2215
1672,1672
788,348
458,45
1098,1982
1862,2160
1107,361
1384,2226
2229,2229
1525,2205
2218,75
2162,45
2039,1464
2164,290
2162,2040
943,1231
65,1547
2232,2226
1409,2040
916,1464
1409,2040
1698,1698
2,2
1384,2235
2508,290
1465,2051
25,2229
460,2040
622,2349
451,2235
717,1947
2218,451
1095,351
532,1947
25,1947
32,1353
1450,83
2238,2110
382,290
2240,1464
382,1737
66,2623
382,2043
1855,2160
935,2043
1450,2043
972,1737
848,362
3077,2623
1409,362
1409,362
1878,2623
1059,351
1982,362
422,290
1916,290
2083,709
2223,290
2083,2008
1886,2226
447,458
2217,175
938,290
1532,290
806,2043
1939,362
360,350
1698,788
932,2043
1149,788
1626,1048
1784,2040
622,385
1465,1521
2043,385
2083,2040
290,1521
1916,1521
943,943
1048,78
2258,362
2191,1547
1149,385
1631,342
65,2349
65,78
1048,65
675,1648
65,1648
382,385
2123,2160
22,577
2106,1648
613,577
2260,1648
1450,2258
2265,451
1672,1384
3304,385
1123,1521
1450,2164
1450,1916
1450,2266
1465,2349
935,143
2269,1521
1946,1224
297,2623
1335,2349
1059,1648
297,271
66,1547
297,1547
318,2349
763,2274
2215,2083
25,1532
2106,2267
3304,2043
733,348
2106,733
454,143
802,733
1021,733
441,2043
1168,2274
468,807
460,2215
2083,2215
360,1384
622,1930
1618,807
1618,1532
440,1532
394,317
93,1547
1231,1547
2260,1930
83,1547
2287,2043
158,394
675,1547
675,317
1797,394
65,1930
1982,617
586,342
1982,1740
49,184
382,1532
622,1547
1246,2267
1098,2043
2290,271
1098,1532
88,1547
350,184
65,2046
2289,2160
2290,143
1797,394
2508,78
865,733
802,78
1465,913
88,2046
66,1851
2089,2046
1631,1564
2294,1464
2106,913
2089,2046
2106,1930
2040,290
1465,943
344,1930
344,317
2040,290
1463,943
1345,913
1463,913
290,1657
2165,3
1590,2282
1465,2196
297,733
2305,2160
2305,1521
23571,2196
1059,617
2260,2292
1059,613
1409,613
1547,362
2274,290
1450,78
1149,2046
1450,613
1149,2292
382,1532
406,2258
45,78
45,394
2309,913
1281,1532
622,1532
1106,2266
1847,2266
2040,1521
1450,271
380,78
1125,2046
932,1532
49,1106
49,350
943,788
2106,2224
380,788
290,1521
2290,416
1441,2266
2311,1954
1106,2266
1098,2266
350,1657
1450,2106
350,2266
1450,184
2312,2266
318,184
1811,2258
1709,2266
2162,45
2273,45
302,2266
1409,1657
1450,78
1409,2106
454,2266
454,1521
1450,3
943,83
577,2266
83,788
2046,1916
1450,2082
